,id1,id2,label
471,16224018,18623183,1
472,14183084,18623183,1
473,3768628,18623183,2
474,831649,18623183,2
475,367771,18623183,1
476,6814854,18623183,2
477,18623182,18623183,2
478,2711645,18623183,1
479,1421557,18623183,2
480,12172485,18623183,1
481,14317426,18623183,1
482,1458629,18623183,1
483,15571542,18623183,1
484,250596,18623183,1
485,14183083,18623183,2
486,16466519,18623183,2
487,10287987,18623183,1
488,18623183,22246374,2
489,250595,18623183,2
490,7132185,18623183,2
491,6244937,18623183,1
492,9693856,18623183,2
493,6061403,18623183,1
494,948486,18623183,2
495,1421558,18623183,1
496,13902981,18623183,1
497,1966262,18623183,2
498,10287986,18623183,2
499,18623183,18731109,2
500,8612648,18623183,1
501,18623183,22246375,1
502,18623183,19142736,2
503,13783899,18623183,1
504,7132186,18623183,1
505,9693857,18623183,1
506,6244936,18623183,2
507,13028546,18623183,2
508,18623183,18731110,1
509,1966263,18623183,1
510,2532321,18623183,2
511,11319479,18623183,2
512,8778962,18623183,1
513,16388707,18623183,2
514,411631,18623183,1
515,13902980,18623183,2
516,8612647,18623183,2
517,18623183,19912848,1
518,4518933,18623183,2
519,12678588,18623183,2
520,18623183,21870536,2
521,18623183,21488869,1
522,11548510,18623183,2
523,2532322,18623183,1
524,16351776,18623183,1
525,4471000,18623183,2
526,17456565,18623183,2
527,18623183,19912847,2
528,4518934,18623183,1
529,9088422,18623183,2
530,12614305,18623183,2
531,18623183,22993367,2
532,18623183,21488868,2
533,948487,18623183,1
534,6061402,18623183,2
535,8625347,18623183,1
536,4471001,18623183,1
537,18623183,22993368,1
538,9088423,18623183,1
539,481939,587124,1
540,210006,587124,1
541,587124,942693,1
542,460892,587124,1
543,282431,587124,1
544,587124,628819,1
545,587124,861011,1
546,340064,587124,1
547,587124,892621,1
548,587124,812803,1
549,7667,587124,1
550,523070,587124,1
551,587124,945607,1
552,587124,645756,1
553,112491,587124,1
554,333433,587124,1
555,320979,587124,1
556,587124,800221,1
557,587124,888827,1
558,189777,587124,1
559,268806,587124,1
560,587124,653371,1
561,555513,587124,1
562,587124,860578,1
563,587124,778678,1
564,274159,587124,1
565,119263,587124,1
566,661,587124,1
567,587124,679959,1
568,587124,775729,1
569,587124,823074,1
570,131811,587124,1
571,492619,587124,1
572,181591,587124,1
573,310580,587124,1
574,587124,621591,1
575,204078,587124,1
576,100791,587124,1
577,235245,587124,1
578,81287,587124,1
579,587124,764085,1
580,587124,643933,1
581,587124,689011,1
582,587124,952242,1
583,482330,587124,1
584,587124,709767,1
585,473797,587124,1
586,62362,587124,1
587,569269,587124,1
588,364438,587124,1
589,587124,736738,1
590,238176,587124,1
591,480017,587124,1
592,587124,608747,1
593,9563,587124,1
594,587124,680174,1
595,257201,587124,1
596,587124,601526,1
597,587124,941896,1
598,587124,820872,1
599,587124,859157,1
600,146579,587124,1
601,587124,935017,1
602,310182,587124,1
603,280040,587124,1
604,587124,604392,1
605,420619,587124,1
606,587124,922476,1
607,587124,838844,1
608,587124,778641,1
609,441377,587124,1
610,137600,587124,1
611,587124,649639,1
612,587124,737699,1
613,120730,587124,1
614,91017,587124,1
615,587124,704314,1
616,149935,587124,1
617,38361,587124,1
618,587124,682785,1
619,587124,849586,1
620,433062,587124,1
621,413237,587124,1
622,120707,587124,1
623,543096,587124,1
624,272355,587124,1
625,587124,615902,1
626,253661,587124,1
627,47756,587124,1
628,520600,587124,1
629,161760,587124,1
630,431827,587124,1
631,587124,756962,1
632,587124,765103,1
633,536114,587124,1
634,145197,587124,1
635,44823,587124,1
636,587124,860848,1
637,330896,740874,1
638,659316,740874,1
639,2825450,6031248,2
640,6031248,16324741,2
641,6031248,6188784,2
642,6031248,23596949,1
643,6031248,9325670,2
644,6031248,11993046,1
645,2418918,6031248,1
646,6031248,6980854,2
647,6031248,23613195,2
648,1424647,6031248,2
649,755203,792644,1
650,78966,755203,1
651,33845,755203,1
652,567476,755203,1
653,638963,755203,1
654,755203,810724,1
655,755203,850680,1
656,755203,839385,1
657,288978,755203,1
658,586503,755203,1
659,755203,934048,1
660,116038,755203,1
661,755203,804637,1
662,346058,755203,1
663,534739,755203,1
664,413562,755203,1
665,755203,810884,1
666,536614,755203,1
667,755203,822452,1
668,601908,755203,1
669,755203,811157,1
670,536222,755203,1
671,755203,814473,1
672,755203,950938,1
673,755203,896372,1
674,40044,755203,1
675,662799,755203,1
676,597134,755203,1
677,755203,854262,1
678,649595,755203,1
679,755203,801395,1
680,665978,755203,1
681,621362,755203,1
682,189963,755203,1
683,258490,755203,1
684,653541,755203,1
685,624490,755203,1
686,636262,755203,1
687,397240,755203,1
688,755203,908793,1
689,755203,841724,1
690,241286,755203,1
691,414463,755203,1
692,614390,755203,1
693,126187,755203,1
694,708766,755203,1
695,46158,755203,1
696,755203,832329,1
697,137780,755203,1
698,305886,755203,1
699,339301,755203,1
700,332635,755203,1
701,213301,755203,1
702,755203,946865,1
703,44949,755203,1
704,10851,755203,1
705,223631,755203,1
706,330216,755203,1
707,88047,755203,1
708,530882,755203,1
709,300397,755203,1
710,168607,755203,1
711,755203,820905,1
712,228925,755203,1
713,755203,916271,1
714,755203,896701,1
715,47337,755203,1
716,668660,755203,1
717,755203,949221,1
718,755203,840277,1
719,292999,755203,1
720,751335,755203,1
721,161844,755203,1
722,470160,755203,1
723,92552,755203,1
724,755203,793635,1
725,370982,755203,1
726,746544,755203,1
727,93208,755203,1
728,755203,777609,1
729,302513,755203,1
730,689689,755203,1
731,272875,755203,1
732,303331,755203,1
733,755203,896284,1
734,130757,755203,1
735,184741,755203,1
736,567313,755203,1
737,709584,755203,1
738,79355,755203,1
739,755203,813913,1
740,210587,755203,1
741,78966,792644,1
742,33845,792644,1
743,567476,792644,1
744,638963,792644,1
745,792644,810724,1
746,792644,850680,1
747,792644,839385,1
748,288978,792644,1
749,586503,792644,1
750,792644,934048,1
751,116038,792644,1
752,792644,804637,1
753,346058,792644,1
754,534739,792644,1
755,413562,792644,1
756,792644,810884,1
757,536614,792644,1
758,792644,822452,1
759,601908,792644,1
760,792644,811157,1
761,536222,792644,1
762,792644,814473,1
763,792644,950938,1
764,792644,896372,1
765,40044,792644,1
766,662799,792644,1
767,597134,792644,1
768,792644,854262,1
769,649595,792644,1
770,792644,801395,1
771,665978,792644,1
772,621362,792644,1
773,189963,792644,1
774,258490,792644,1
775,653541,792644,1
776,624490,792644,1
777,636262,792644,1
778,397240,792644,1
779,792644,908793,1
780,792644,841724,1
781,241286,792644,1
782,414463,792644,1
783,614390,792644,1
784,126187,792644,1
785,708766,792644,1
786,46158,792644,1
787,792644,832329,1
788,137780,792644,1
789,305886,792644,1
790,339301,792644,1
791,332635,792644,1
792,213301,792644,1
793,792644,946865,1
794,44949,792644,1
795,10851,792644,1
796,223631,792644,1
797,330216,792644,1
798,88047,792644,1
799,530882,792644,1
800,300397,792644,1
801,168607,792644,1
802,792644,820905,1
803,228925,792644,1
804,792644,916271,1
805,792644,896701,1
806,47337,792644,1
807,668660,792644,1
808,792644,949221,1
809,792644,840277,1
810,292999,792644,1
811,751335,792644,1
812,161844,792644,1
813,470160,792644,1
814,92552,792644,1
815,792644,793635,1
816,370982,792644,1
817,746544,792644,1
818,93208,792644,1
819,777609,792644,1
820,302513,792644,1
821,689689,792644,1
822,272875,792644,1
823,303331,792644,1
824,792644,896284,1
825,130757,792644,1
826,184741,792644,1
827,567313,792644,1
828,709584,792644,1
829,79355,792644,1
830,792644,813913,1
831,210587,792644,1
832,367770,8625346,1
833,8625346,14317425,1
834,8625346,18269745,2
835,7760801,8625346,2
836,8625346,12678589,2
837,8625346,18269744,1
838,2461168,8625346,1
839,8625346,21870537,2
840,8625346,8793825,1
841,4623013,8625346,2
842,8625346,11548511,2
843,8625346,16351775,1
844,7760800,8625346,1
845,831650,8625346,2
846,8625346,16224017,1
847,8625346,17456566,2
848,3768629,8625346,2
849,8625346,19142737,2
850,6814855,8625346,2
851,8625346,13783898,1
852,8625346,19584877,1
853,8625346,19584878,2
854,2711644,8625346,1
855,8625346,13028547,2
856,8625346,8778961,1
857,8625346,12172484,1
858,8625346,11319480,2
859,8625346,15571541,1
860,8625346,16466520,2
861,1458628,8625346,1
862,8625346,16388708,2
863,411630,8625346,1
864,8625346,16224018,2
865,8625346,14183084,2
866,3768628,8625346,1
867,831649,8625346,1
868,367771,8625346,2
869,6814854,8625346,1
870,8625346,18623182,1
871,2711645,8625346,2
872,1421557,8625346,1
873,8625346,12172485,2
874,8625346,14317426,2
875,1458629,8625346,2
876,8625346,15571542,2
877,250596,8625346,2
878,8625346,14183083,1
879,8625346,16466519,1
880,8625346,10287987,2
881,8625346,22246374,1
882,250595,8625346,1
883,7132185,8625346,1
884,6244937,8625346,2
885,8625346,9693856,1
886,6061403,8625346,2
887,948486,8625346,1
888,1421558,8625346,2
889,8625346,13902981,2
890,1966262,8625346,1
891,8625346,10287986,1
892,8625346,18731109,1
893,8612648,8625346,2
894,8625346,22246375,2
895,8625346,19142736,1
896,8625346,13783899,2
897,7132186,8625346,2
898,8625346,9693857,2
899,6244936,8625346,1
900,8625346,13028546,1
901,8625346,18731110,2
902,1966263,8625346,2
903,2532321,8625346,1
904,8625346,11319479,1
905,8625346,8778962,2
906,8625346,16388707,1
907,411631,8625346,2
908,8625346,13902980,1
909,8612647,8625346,1
910,8625346,19912848,2
911,4518933,8625346,1
912,8625346,12678588,1
913,8625346,21870536,1
914,8625346,21488869,2
915,8625346,11548510,1
916,2532322,8625346,2
917,8625346,16351776,2
918,4471000,8625346,1
919,8625346,17456565,1
920,8625346,19912847,1
921,4518934,8625346,2
922,8625346,9088422,1
923,8625346,12614305,1
924,8625346,22993367,1
925,8625346,21488868,1
926,948487,8625346,2
927,6061402,8625346,1
928,8625346,8625347,2
929,4471001,8625346,2
930,8625346,22993368,2
931,8625346,9088423,2
932,33845,78966,1
933,78966,567476,1
934,78966,638963,1
935,78966,810724,1
936,78966,850680,1
937,78966,839385,1
938,78966,288978,1
939,78966,586503,1
940,78966,934048,1
941,78966,116038,1
942,78966,804637,1
943,78966,346058,1
944,78966,534739,1
945,78966,413562,1
946,78966,810884,1
947,78966,536614,1
948,78966,822452,1
949,78966,601908,1
950,78966,811157,1
951,78966,536222,1
952,78966,814473,1
953,78966,950938,1
954,78966,896372,1
955,40044,78966,1
956,78966,662799,1
957,78966,597134,1
958,78966,854262,1
959,78966,649595,1
960,78966,801395,1
961,78966,665978,1
962,78966,621362,1
963,78966,189963,1
964,78966,258490,1
965,78966,653541,1
966,78966,624490,1
967,78966,636262,1
968,78966,397240,1
969,78966,908793,1
970,78966,841724,1
971,78966,241286,1
972,78966,414463,1
973,78966,614390,1
974,78966,126187,1
975,78966,708766,1
976,46158,78966,1
977,78966,832329,1
978,78966,137780,1
979,78966,305886,1
980,78966,339301,1
981,78966,332635,1
982,78966,213301,1
983,78966,946865,1
984,44949,78966,1
985,10851,78966,1
986,78966,223631,1
987,78966,330216,1
988,78966,88047,1
989,78966,530882,1
990,78966,300397,1
991,78966,168607,1
992,78966,820905,1
993,78966,228925,1
994,78966,916271,1
995,78966,896701,1
996,47337,78966,1
997,78966,668660,1
998,78966,949221,1
999,78966,840277,1
1000,78966,292999,1
1001,78966,751335,1
1002,78966,161844,1
1003,78966,470160,1
1004,78966,92552,1
1005,78966,793635,1
1006,78966,370982,1
1007,78966,746544,1
1008,78966,93208,1
1009,78966,777609,1
1010,78966,302513,1
1011,78966,689689,1
1012,78966,272875,1
1013,78966,303331,1
1014,78966,896284,1
1015,78966,130757,1
1016,78966,184741,1
1017,78966,567313,1
1018,78966,709584,1
1019,78966,79355,1
1020,78966,813913,1
1021,78966,210587,1
1022,2362445,20654105,1
1023,2362445,20544327,2
1024,2362445,15461843,1
1025,2362445,12232011,1
1026,2362445,3239010,1
1027,2362445,23390255,1
1028,2362445,20806023,1
1029,2362445,7237618,1
1030,2362445,13121131,1
1031,2362445,20310134,1
1032,2362445,17984312,1
1033,2362445,6319887,1
1034,2362445,14876163,1
1035,2362445,15831694,1
1036,2362445,21285620,1
1037,978946,2362445,1
1038,2362445,11066056,1
1039,2362445,12728035,1
1040,2362445,21457925,1
1041,2362445,13396233,1
1042,3493991,9604062,1
1043,5102752,9604062,1
1044,9604062,16458721,1
1045,8805648,9604062,1
1046,4193495,9604062,1
1047,9604062,17467777,1
1048,210006,481939,1
1049,481939,942693,1
1050,460892,481939,1
1051,282431,481939,1
1052,481939,628819,1
1053,481939,861011,1
1054,340064,481939,1
1055,481939,892621,1
1056,481939,812803,1
1057,7667,481939,1
1058,481939,523070,1
1059,481939,945607,1
1060,481939,645756,1
1061,112491,481939,1
1062,333433,481939,1
1063,320979,481939,1
1064,481939,800221,1
1065,481939,888827,1
1066,189777,481939,1
1067,268806,481939,1
1068,481939,653371,1
1069,481939,555513,1
1070,481939,860578,1
1071,481939,778678,1
1072,274159,481939,1
1073,119263,481939,1
1074,661,481939,1
1075,481939,679959,1
1076,481939,775729,1
1077,481939,823074,1
1078,131811,481939,1
1079,481939,492619,1
1080,181591,481939,1
1081,310580,481939,1
1082,481939,621591,1
1083,204078,481939,1
1084,100791,481939,1
1085,235245,481939,1
1086,81287,481939,1
1087,481939,764085,1
1088,481939,643933,1
1089,481939,689011,1
1090,481939,952242,1
1091,481939,482330,1
1092,481939,709767,1
1093,473797,481939,1
1094,62362,481939,1
1095,481939,569269,1
1096,364438,481939,1
1097,481939,736738,1
1098,238176,481939,1
1099,480017,481939,1
1100,481939,608747,1
1101,9563,481939,1
1102,481939,680174,1
1103,257201,481939,1
1104,481939,601526,1
1105,481939,941896,1
1106,481939,820872,1
1107,481939,859157,1
1108,146579,481939,1
1109,481939,935017,1
1110,310182,481939,1
1111,280040,481939,1
1112,481939,604392,1
1113,420619,481939,1
1114,481939,922476,1
1115,481939,838844,1
1116,481939,778641,1
1117,441377,481939,1
1118,137600,481939,1
1119,481939,649639,1
1120,481939,737699,1
1121,120730,481939,1
1122,91017,481939,1
1123,481939,704314,1
1124,149935,481939,1
1125,38361,481939,1
1126,481939,682785,1
1127,481939,849586,1
1128,433062,481939,1
1129,413237,481939,1
1130,120707,481939,1
1131,481939,543096,1
1132,272355,481939,1
1133,481939,615902,1
1134,253661,481939,1
1135,47756,481939,1
1136,481939,520600,1
1137,161760,481939,1
1138,431827,481939,1
1139,481939,756962,1
1140,481939,765103,1
1141,481939,536114,1
1142,145197,481939,1
1143,44823,481939,1
1144,481939,860848,1
1145,3493991,5102752,1
1146,3493991,16458721,1
1147,3493991,8805648,1
1148,3493991,4193495,1
1149,3493991,17467777,1
1150,5724216,15804547,1
1151,15599609,16005062,1
1152,13351146,21996772,1
1153,7911686,15768167,2
1154,1977263,13680335,1
1155,210006,942693,1
1156,210006,460892,1
1157,210006,282431,1
1158,210006,628819,1
1159,210006,861011,1
1160,210006,340064,1
1161,210006,892621,1
1162,210006,812803,1
1163,7667,210006,1
1164,210006,523070,1
1165,210006,945607,1
1166,210006,645756,1
1167,112491,210006,1
1168,210006,333433,1
1169,210006,320979,1
1170,210006,800221,1
1171,210006,888827,1
1172,189777,210006,1
1173,210006,268806,1
1174,210006,653371,1
1175,210006,555513,1
1176,210006,860578,1
1177,210006,778678,1
1178,210006,274159,1
1179,119263,210006,1
1180,661,210006,1
1181,210006,679959,1
1182,210006,775729,1
1183,210006,823074,1
1184,131811,210006,1
1185,210006,492619,1
1186,181591,210006,1
1187,210006,310580,1
1188,210006,621591,1
1189,204078,210006,1
1190,100791,210006,1
1191,210006,235245,1
1192,81287,210006,1
1193,210006,764085,1
1194,210006,643933,1
1195,210006,689011,1
1196,210006,952242,1
1197,210006,482330,1
1198,210006,709767,1
1199,210006,473797,1
1200,62362,210006,1
1201,210006,569269,1
1202,210006,364438,1
1203,210006,736738,1
1204,210006,238176,1
1205,210006,480017,1
1206,210006,608747,1
1207,9563,210006,1
1208,210006,680174,1
1209,210006,257201,1
1210,210006,601526,1
1211,210006,941896,1
1212,210006,820872,1
1213,210006,859157,1
1214,146579,210006,1
1215,210006,935017,1
1216,210006,310182,1
1217,210006,280040,1
1218,210006,604392,1
1219,210006,420619,1
1220,210006,922476,1
1221,210006,838844,1
1222,210006,778641,1
1223,210006,441377,1
1224,137600,210006,1
1225,210006,649639,1
1226,210006,737699,1
1227,120730,210006,1
1228,91017,210006,1
1229,210006,704314,1
1230,149935,210006,1
1231,38361,210006,1
1232,210006,682785,1
1233,210006,849586,1
1234,210006,433062,1
1235,210006,413237,1
1236,120707,210006,1
1237,210006,543096,1
1238,210006,272355,1
1239,210006,615902,1
1240,210006,253661,1
1241,47756,210006,1
1242,210006,520600,1
1243,161760,210006,1
1244,210006,431827,1
1245,210006,756962,1
1246,210006,765103,1
1247,210006,536114,1
1248,145197,210006,1
1249,44823,210006,1
1250,210006,860848,1
1251,3078767,22410173,1
1252,20544327,20654105,2
1253,15461843,20654105,1
1254,12232011,20654105,1
1255,3239010,20654105,1
1256,20654105,23390255,1
1257,20654105,20806023,1
1258,7237618,20654105,1
1259,13121131,20654105,1
1260,20310134,20654105,1
1261,17984312,20654105,1
1262,6319887,20654105,1
1263,14876163,20654105,1
1264,15831694,20654105,1
1265,20654105,21285620,1
1266,978946,20654105,1
1267,11066056,20654105,1
1268,12728035,20654105,1
1269,20654105,21457925,1
1270,13396233,20654105,1
1271,151885,255765,1
1272,151885,303078,1
1273,151885,581756,1
1274,151885,949327,1
