id1, id2
9016775,12942575
2676365,7286007
330216,908793
79355,536222
62362,473797
983036,3978710
481939,680174
223631,567313
119263,628819
161844,272875
431827,523070
820905,946865
255401,614099
132551,932224
272355,441377
460892,628819
411631,13028547
120707,764085
727183,756962
438086,562437
184741,916271
210006,892621
467550,775729
586503,810884
210006,689011
411630,6244936
662799,950938
332635,689689
653371,888827
822452,949221
213301,950938
567313,689689
44823,604392
587124,945607
854262,916271
689689,896284
7132186,22246375
241286,258490
92552,751335
11548511,21870537
620855,742465
93208,946865
12614305,16466519
310580,441377
4471000,7760800
16224018,19584878
282431,608747
604392,765103
442381,901348
149935,756962
149935,892621
228865,442381
149935,682785
3516106,6983973
292999,813913
5102752,16458721
367770,4623012
364438,737699
431295,792644
213301,339301
492619,520600
100791,604392
411631,6814855
709584,810724
266990,19849797
755203,793635
62362,120730
310580,736738
310580,608747
413562,534739
861011,952242
339301,621362
320979,536114
661,137600
6795580,8024375
8625346,19584877
40044,811157
594052,848240
112491,628819
169201,901348
9487010,10293577
13908,338138
310182,431827
756962,859157
709584,840277
184741,689689
567313,665978
804637,950938
417300,692680
302513,567313
649595,840277
1966262,4471000
63863,330930
6319887,20654105
13908,716792
14540145,18054947
302513,431295
274159,555513
17827456,22338097
2711645,6814855
46158,841724
330216,708766
601908,755203
137780,950938
332635,950938
36860,166421
4764618,6788258
108845,333109
628819,860578
13902981,18623183
386013,664803
87685,854534
255765,581756
530882,934048
10851,793635
10851,820905
793635,950938
78966,292999
8625347,10287987
12345227,19994918
340064,628819
181591,333433
258490,814473
661,736738
9088423,17456566
597134,811157
44949,708766
3768628,4471000
19474501,23243320
8625346,16388707
235245,820872
16209101,21636561
302513,370982
228925,946865
119263,736738
661,120730
91017,119263
586503,793635
1458628,8612647
112491,492619
574279,813588
120707,838844
7667,282431
4518934,6244937
323592,727437
258490,332635
137600,680174
13834118,17791385
6155833,10298747
3088336,9857940
555513,775729
189963,820905
228925,668660
93208,370982
210006,941896
8625347,9088423
792644,854262
250595,13783898
520600,861011
983037,17467778
172460,562437
245162,845085
665978,810884
13783899,18623183
14876163,17984312
120730,282431
169201,386013
168607,668660
2490462,6795580
709767,941896
492619,838844
120707,161760
9792904,18471152
467550,679959
396354,768490
438086,901348
492619,859157
467550,604392
13783899,22246375
4623013,18623183
3978711,17467778
44823,204078
431295,850680
250595,17456565
130757,413562
213301,896701
661,727183
470160,841724
1050422,3635291
92552,339301
264493,438086
536614,586503
3768628,8793825
2532322,12678589
137600,274159
131811,764085
119263,756962
431295,916271
4623013,13783899
168607,228925
81287,536114
131811,569269
90593,716792
255401,906241
184741,896372
414463,896372
1884023,23161545
181591,682785
280040,812803
302513,811157
3088336,17806538
8793825,16224017
649595,811157
506382,553082
250595,4518933
91017,204078
3493991,9604062
272875,413562
340064,727183
1458628,22993367
12728035,20654105
621362,777609
17224030,23243320
562437,841792
235245,413237
482330,645756
948487,22993368
14317426,19912848
16351776,19142737
941896,945607
536114,800221
530882,777609
100791,473797
9415194,22810500
168607,854262
1421557,18269744
708766,896372
14183083,18731109
949221,950938
8793825,22993367
4623013,18731110
370982,536222
470160,586503
431827,482330
13396233,17984312
682785,849586
8778962,22246375
145197,413237
92552,810884
9604062,17467777
12232011,15461843
411631,16224018
98368,421187
79355,126187
664803,841792
764085,800221
628819,922476
17984312,21285620
79355,332635
569269,935017
680174,727183
727183,945607
8793826,16388708
3613198,15461843
16388707,16466519
288978,597134
738946,854534
755203,810724
4518934,8612648
38361,480017
804637,820905
467550,764085
92552,689689
17456565,19584877
78966,822452
6244937,8612648
488614,665420
12973065,15166511
189963,302513
47337,161844
536114,653371
810724,950938
4518933,19912847
91017,945607
586503,832329
2014383,9061980
2890392,10249398
40044,258490
62362,112491
20378673,22312282
302513,908793
7237618,12232011
6061402,7132185
213301,536222
302513,751335
653371,935017
38361,62362
2490462,10298747
9217,442381
184741,223631
132552,932225
621591,812803
427727,771802
11548510,19912847
649639,704314
12232011,21457925
704314,941896
159804,415583
4764618,23243320
47756,91017
523070,604392
93208,621362
4518934,19584878
100791,679959
9693856,12172484
661,340064
20054230,22338097
536222,839385
120707,952242
1966262,10287986
7235121,10871260
310580,604392
386013,483411
130541,664803
145197,689011
481939,737699
812803,942693
161760,621591
555513,860578
339301,896372
6795580,14887616
460892,621591
441377,859157
38361,282431
79355,567476
431295,934048
397240,470160
137780,665978
6983973,11997195
7317602,20603864
332635,792644
755203,854262
238176,682785
343779,16668856
9693857,13028547
10851,624490
113681,580527
555513,860848
292999,649595
93208,832329
149935,492619
339301,624490
33845,614390
488614,576772
433062,689011
204078,764085
777609,840277
9693856,16388707
310580,543096
255401,415583
47756,849586
396354,906241
604392,812803
9563,941896
397240,811157
614390,755203
146579,615902
492619,604392
614390,801395
91017,145197
536114,727183
137780,339301
1884023,23465746
149935,543096
308643,860848
738946,832234
228925,414463
645756,892621
308643,310580
433062,935017
184741,636262
614390,950938
838844,861011
569812,576772
431827,764085
272875,810724
292999,624490
6814855,13028547
161760,280040
480017,737699
810724,896372
181591,555513
628819,709767
47337,288978
159804,576772
350482,716792
92552,946865
470160,840277
13908,396354
698010,854534
397240,431295
40044,916271
78966,850680
98368,361255
12973065,19474501
691010,750821
228925,916271
340064,860578
2362445,20806023
2711644,11319479
413562,708766
119263,569269
120730,480017
13902981,21488869
3493991,4193495
145197,492619
257201,310580
12973065,17224030
7132186,18269745
608747,800221
431827,727183
6244937,19142737
4518934,22246375
4518934,19912848
831650,11548511
149935,709767
308643,812803
471804,556271
161760,210006
397240,536614
268806,849586
3287812,11021107
653541,708766
709584,839385
11997195,12973065
145197,736738
419664,562437
11548511,13783899
120346,156369
7667,308643
10287987,16351776
241286,813913
44949,88047
8793826,10287987
169201,447509
213301,346058
8612648,16466520
2533570,23243320
2461168,12614305
100791,112491
339301,567313
601908,896372
536114,709767
76427,358893
536222,777609
4787102,13490977
764085,860578
137600,649639
112491,849586
534739,810724
831649,17456565
411631,10287987
161844,258490
415583,576772
145197,481939
586503,840277
151885,692680
13783898,22246374
483411,562437
8612647,16466519
2532322,4518934
78966,93208
332635,896284
800221,861011
126187,916271
161844,241286
470160,536222
615902,727183
9563,235245
81287,481939
10287987,12172485
274159,704314
649595,668660
534739,832329
645756,849586
235245,364438
397240,934048
93208,813913
481939,888827
14317425,16224017
661,536114
320979,756962
645756,935017
397240,841724
169201,217484
87685,206397
16466519,18623182
708766,832329
396354,614099
813913,896701
250596,1966263
81287,257201
145197,482330
594052,834053
481939,859157
536114,764085
367770,2711644
213301,636262
364438,812803
2461168,12172484
689011,945607
310580,645756
460892,543096
664803,859719
3768628,8612647
645756,680174
44823,523070
10287987,14317426
8625347,9693857
161844,223631
567313,840277
18741084,20085210
708766,709584
413237,849586
1421558,18731110
831650,14317426
604392,653371
386013,576772
460892,608747
250596,22993368
775729,860848
413237,467550
120707,146579
161844,305886
310182,942693
9136261,14540145
1884023,14887616
320979,643933
726934,843888
488614,952021
130541,264493
812803,860578
1421557,13902980
250596,8625347
4471001,7132186
7667,161760
23161545,23243320
44823,737699
310182,820872
6814855,11548511
9217,906241
813588,922376
137780,305886
860848,941896
17456566,18623183
168607,908793
47337,946865
166421,489386
738946,742465
44823,131811
411631,8625347
536222,665978
305886,638963
689011,709767
7132186,12678589
40044,431295
257201,308643
15831694,21285620
736738,756962
7760801,14183084
738946,848240
768490,854475
47756,431827
211061,691010
12678588,19142736
120730,280040
8625347,12172485
264493,841792
332635,810884
253661,643933
62362,765103
397240,668660
146579,420619
536222,813913
668660,709584
691010,691247
181591,310182
420619,775729
820905,822452
4471001,4623013
680174,823074
8219190,22501706
6814854,21488868
358893,716792
411595,691010
396354,665420
2532321,22993367
859157,888827
810724,811157
204078,682785
9186582,15607448
3768629,16388708
793635,804637
413237,888827
79355,896284
812803,861011
614390,653541
11066056,12232011
831649,19912847
253661,709767
210587,413562
280040,420619
13974204,16385631
10851,46158
850680,908793
189777,859157
137780,567313
338138,438086
1421558,12172485
149935,679959
1966263,6814855
6729311,8769373
11319479,11548510
15166511,16385631
370982,810884
661,38361
13908,358893
264493,859719
272355,952242
680174,689011
15831694,21457925
4518934,7760801
92552,258490
1458628,13028546
433062,649639
78966,649595
438086,922376
3768628,17456565
567476,801395
38361,523070
88047,414463
2490462,14887616
755203,804637
131811,210006
643933,888827
653541,777609
3672328,14129929
772627,834053
624490,708766
5638421,18115173
2461168,15571541
480017,481939
131811,467550
189963,636262
33845,130757
4623012,16466519
40044,813913
727183,860578
9563,536114
126187,431295
47337,950938
258490,414463
308643,679959
120730,433062
643933,736738
8793825,13783898
543096,838844
16388707,18269744
320979,413237
7667,189777
737699,922476
1458629,4471001
9871231,22690093
10851,567313
17984312,20806023
523070,737699
607094,6756635
112491,310182
4224228,21827619
120707,704314
661,543096
8793825,21488868
948487,9088423
38361,431827
6983973,23161545
38361,482330
8612648,13902981
308643,736738
370982,801395
4824415,5956360
726934,810342
397240,814473
536222,811157
189963,300397
210587,621362
645756,737699
204078,756962
137600,280040
47337,839385
130757,534739
14317426,21488869
736738,860848
3768629,11319480
569269,800221
272875,470160
38361,149935
280040,888827
431295,668660
88047,223631
47337,832329
4193496,16458722
948487,21488869
47337,116038
8778962,10287987
367770,12614305
8612647,19912847
9217,901348
523070,860848
831650,18269745
330216,536222
272875,934048
10851,78966
330930,691247
9415194,17420328
536222,854262
9217,419664
934048,949221
126187,597134
79355,840277
624490,662799
492619,764085
250596,14317426
210587,339301
638963,810724
662799,665978
210587,636262
116038,168607
750821,889519
98309,325062
181591,364438
346058,811157
18731109,19142736
272875,653541
520600,800221
91017,800221
772627,843888
645756,941896
305886,339301
17456566,21870537
146579,601526
668660,689689
2711645,4471001
159804,437883
145197,555513
330216,916271
653541,811157
339301,530882
9049568,11334496
736738,952242
438086,952021
397240,810884
46158,820905
79355,689689
7346958,10793696
624490,841724
461629,529639
149935,413237
621362,814473
413237,492619
492619,709767
272355,861011
689689,804637
9563,238176
12678588,19912847
2490462,17224030
709584,850680
255765,303078
768490,813588
91017,820872
345995,940862
530882,810884
10851,832329
2711645,21488869
621362,832329
569269,704314
116038,536614
9217,264493
661,952242
204078,272355
5035872,5467907
7380658,14808281
7237618,13396233
643933,764085
91017,492619
764085,820872
608747,778678
10851,184741
727183,736738
601908,751335
38361,952242
189777,764085
636262,822452
367770,14317425
12172485,12678589
506382,813588
8778962,14317426
303331,896284
935017,942693
373792,917011
181591,704314
280040,820872
36860,750821
536222,820905
6244937,8793826
6756635,22810500
4471000,19912847
661,272355
137600,922476
9563,257201
530882,597134
12728035,13121131
3134514,7981028
320979,860848
6729311,16385631
6788258,6983973
3861343,10264652
597134,916271
159804,264493
44949,810724
305886,813913
302513,746544
460892,737699
323161,952021
1458628,22246374
621591,859157
337322,550697
120707,689011
948487,2532322
460892,536114
661,653371
16540473,18741084
323161,358893
146579,149935
370982,755203
44949,168607
12232011,13396233
13433285,14616047
662799,814473
146579,310580
755203,850680
120707,860848
9563,737699
241286,793635
6061402,10287986
47337,534739
364438,800221
431827,520600
523070,601526
481939,952242
8612647,8625346
7667,481939
130541,841792
44823,274159
831649,1458628
13902980,16351775
621591,922476
470160,811157
98368,373792
6814854,12172484
662799,668660
704314,888827
280040,727183
350482,885948
253661,861011
81287,643933
91017,543096
303331,624490
6155833,6788258
3516106,6795580
576772,716792
746544,949221
130757,288978
302513,777609
364438,520600
708766,813913
543096,615902
120707,680174
108845,834053
76427,169201
13028547,19584878
661,282431
73110,265214
181591,709767
166421,691247
213301,414463
235245,282431
145197,704314
300397,792644
47756,543096
1884023,23243320
9088422,21488868
137780,413562
250596,13028547
47756,112491
414463,614390
79355,709584
689689,896701
3239010,17984312
235245,756962
120730,952242
293167,834053
15571542,18269745
238176,922476
235245,310580
567313,567476
250596,6244937
257201,492619
20654105,23390255
4518933,8612647
6788258,17224030
63863,750821
12232011,14876163
17111859,20834960
13335071,16529002
2533570,15166511
116038,621362
145197,310182
211061,529639
1966263,11548511
645756,764085
79355,346058
81287,282431
726934,834053
6061403,13783899
431827,604392
320979,709767
108845,594052
9563,820872
2362445,7237618
13028546,18269744
6814855,8625347
36860,411595
228865,901348
709584,822452
12614305,22993367
443341,471804
120707,861011
100791,145197
253661,257201
235245,689011
44823,820872
810884,840277
137780,302513
217484,386013
536114,601526
530882,822452
11066056,15461843
189777,601526
441377,649639
264493,386013
15461843,20310134
272875,624490
100791,253661
480017,492619
2461168,16466519
145197,467550
608747,649639
255401,506382
280040,433062
255401,438086
46158,832329
161760,608747
112491,643933
581756,692680
47756,467550
131811,149935
470160,597134
4193495,5102752
14317426,16466520
302513,339301
1421557,1966262
272875,614390
161844,601908
268806,952242
411630,18623182
333433,420619
2711645,8793826
470160,755203
9217,614099
13902981,19584878
1884023,16385631
119263,333433
823074,838844
373792,750821
441377,480017
40044,668660
529639,945981
7504901,19344016
91017,555513
274159,952242
40044,272875
100791,945607
6061403,8625347
310182,340064
320979,860578
800221,812803
47756,120730
3516106,11997195
6814854,9693856
860848,861011
189777,536114
116038,567313
223631,303331
213301,272875
6814854,7760800
621362,804637
978946,3613198
6188784,23613195
159804,506382
346058,840277
467550,689011
44949,46158
79355,137780
764085,945607
250596,11548511
586503,841724
116038,536222
473797,680174
223631,839385
534739,601908
189777,310182
10851,47337
778678,922476
636262,839385
130541,922376
643933,812803
431827,820872
19142736,19584877
397240,567313
7667,431827
81287,467550
704314,823074
206397,471804
7760800,12172484
308643,800221
145197,536114
14317425,19584877
727183,892621
44949,530882
4193496,17467778
189777,460892
367771,15571542
81287,820872
81287,520600
536114,775729
120730,765103
272355,482330
9088423,18731110
11997195,15500892
442381,614099
44949,272875
536222,536614
413237,587124
161760,756962
137780,916271
823074,892621
206397,772627
608747,764085
804637,896284
536222,708766
441377,536114
534739,810884
668660,934048
7760801,16388708
6061402,21870536
704314,942693
9563,628819
217484,255401
832329,908793
367771,2711645
120730,680174
13028546,13783898
7760800,18623182
330216,614390
130757,813913
534739,896701
536114,838844
116038,414463
567313,801395
10384705,11334497
211061,691247
587124,820872
8612648,21488869
120730,888827
1562772,17543732
274159,888827
223631,777609
47756,280040
778641,922476
948486,9088422
649595,839385
810342,843888
16224017,16351775
9088422,14317425
419664,438086
257201,682785
166421,361255
91017,861011
145197,520600
472008,738946
709584,792644
441377,778678
189777,861011
709767,935017
250596,19912848
44823,935017
792644,896372
1966262,9088422
661,812803
347631,808361
276152,372172
81287,441377
310580,555513
9693857,10287987
859719,952021
414463,792644
3597316,17097179
113681,598483
288978,662799
120707,765103
2532321,4471000
481939,682785
534739,624490
415583,419664
9563,800221
643933,653371
204078,689011
92552,567313
350482,488614
756962,922476
268806,308643
81287,473797
3768628,18731109
16351775,22246374
79355,822452
9088422,13902980
6244936,15571541
471804,832234
586503,908793
38361,778641
645756,823074
433062,922476
308643,608747
253661,680174
210587,820905
431295,811157
145197,737699
369572,529639
11319479,18269744
480017,645756
536614,854262
506382,859719
302513,934048
3184073,11158190
1458629,13902981
88047,708766
467550,849586
534739,536614
189777,952242
116038,822452
492619,922476
536114,736738
520600,569269
12614305,13783898
13908,569812
661,204078
1966262,12172484
849586,935017
40044,841724
14317426,18731110
948487,19584878
330216,638963
643933,838844
47756,778641
21930706,22321272
536614,689689
601908,934048
364438,643933
258490,339301
303331,567313
4623013,9088423
14183084,19584878
661,587124
662799,793635
12678589,19584878
908793,950938
120730,131811
756962,888827
643933,942693
346058,370982
709584,896372
257201,800221
282431,823074
258490,305886
4623012,13902980
736738,823074
146579,860578
120707,520600
1458628,4518933
645756,945607
614390,822452
16466520,18269745
1966263,7760801
569269,892621
204078,952242
709767,945607
91017,238176
417620,489386
636262,841724
181591,492619
2532322,6061403
7760801,11319480
17097179,18741084
250596,21488869
668660,908793
14183084,18731110
2461168,4471000
896284,946865
44823,536114
470160,934048
643933,945607
6788258,15500892
112491,727183
131811,320979
653541,810724
254725,556271
33845,161844
47337,137780
282431,860578
272875,840277
614099,854475
137600,778641
1458628,21870536
467550,935017
443341,742465
19912847,22246374
254725,293167
11319479,18731109
161844,330216
473797,765103
18084457,21057438
431295,567476
358893,386013
145197,764085
130757,811157
859157,952242
268806,615902
15571541,16351775
241286,638963
7760800,19584877
709584,814473
210006,433062
17456566,18731110
119263,952242
254725,834053
161844,536614
161844,896701
978946,13121131
257201,859157
339301,586503
308643,413237
100791,756962
665978,777609
272875,839385
488614,506382
2461168,13783898
258490,820905
137600,320979
367771,8625347
120730,149935
2533570,14887616
288978,586503
347631,844858
2769195,12914531
210006,608747
431827,441377
120707,569269
131811,161760
76427,841792
8625347,19584878
145197,604392
340064,604392
210006,935017
303331,950938
792644,820905
4623013,14183084
948486,14317425
668660,804637
268806,543096
6615576,13351233
6814854,19142736
8612648,9088423
6061402,12678588
62362,523070
6814855,13783899
7132186,13783899
126187,189963
536114,615902
523070,952242
411630,13902980
523070,888827
567313,950938
567313,820905
340064,643933
3197089,7669917
100791,682785
81287,340064
47337,689689
653541,934048
303331,793635
653541,813913
2532322,8625347
131811,274159
442381,852143
536222,621362
47756,238176
38361,536114
47756,460892
480017,849586
594052,843888
483411,952021
4684601,21967215
257201,679959
813913,934048
9088422,16466519
189963,814473
116038,302513
2490462,3516106
553082,614099
46158,305886
820905,916271
397240,950938
709767,888827
282431,861011
288978,708766
44823,441377
310580,628819
13028546,19912847
228925,397240
358893,447509
480017,653371
467550,800221
645756,778641
9563,431827
272875,636262
126187,896284
935017,945607
189963,896284
38361,945607
4764618,20378673
300397,810724
679959,823074
98368,417620
169201,483411
184741,534739
576772,854475
708766,814473
636711,852143
662799,896284
13783899,19584878
18269744,18623182
2711644,18269744
15166511,19474501
420619,860848
159804,386013
820872,892621
112491,587124
364438,765103
38361,621591
204078,441377
184741,332635
12172485,17456566
948486,16466519
433062,861011
189963,810884
254725,843888
536222,638963
10851,272875
112491,756962
7760801,21488869
1624010,20372195
78966,413562
106595,166421
46158,168607
1421558,11319480
4623013,13902981
3239010,12728035
737699,888827
615902,922476
272875,777609
737699,935017
13902980,16388707
948486,18623182
359188,857860
420619,727183
6983973,13974204
3516106,16385631
6814854,13783898
253661,308643
10287987,18623183
755203,777609
386013,562437
15461843,21285620
587124,838844
13902980,14183083
4471001,8612648
210006,310182
130757,746544
447509,553082
755203,896284
604392,952242
146579,838844
11548510,13902980
62362,181591
38361,238176
6061403,16388708
302513,755203
536114,704314
480017,615902
119263,727183
649639,778678
210587,258490
305886,708766
621362,624490
556271,726934
636711,768490
238176,587124
614390,709584
810342,832234
137600,764085
228925,370982
470160,668660
119263,238176
373447,844858
689689,896372
777609,820905
7667,146579
189963,339301
8625347,17456566
137600,146579
130757,586503
679959,704314
8625346,18269744
9236362,9869150
161844,934048
62362,756962
638963,708766
161844,397240
126187,302513
916271,946865
854475,885948
8625347,14183084
90593,350482
272355,778678
7760801,13902981
255401,553082
492619,941896
9217,90593
1421558,19584878
302513,614390
130757,137780
10272772,12744653
1966262,2532321
14878607,15797402
323161,592607
189963,854262
849586,952242
204078,680174
438086,664803
44823,282431
653541,810884
288978,414463
431827,778641
2711645,9693857
1966262,16466519
36860,489386
4471000,6061402
530882,709584
130541,255401
746544,810884
679959,756962
751335,822452
228865,264493
482330,775729
624490,810884
831650,2711645
587124,736738
332635,668660
44823,679959
189777,420619
78966,370982
310580,709767
16388707,18623182
649595,793635
280040,682785
81287,161760
2450,726690
90593,358893
146579,161760
9563,645756
258490,896701
44823,310182
40044,210587
282431,756962
665978,822452
643933,892621
90593,562437
567476,832329
305886,810884
414463,854262
213301,300397
228925,949221
258490,330216
948486,7760800
442381,569812
364438,492619
92552,621362
292999,346058
292999,934048
413562,653541
228865,386013
841724,896284
204078,308643
6244936,17456565
347631,373447
340064,473797
636711,922376
3108499,22137915
1966262,7132185
257201,587124
116038,820905
689011,942693
44949,189963
727437,789472
2532322,2711645
801395,908793
9088422,18731109
12973065,20378673
310580,952242
168607,653541
17551461,22137915
206397,943503
112491,679959
210006,604392
254725,698010
92552,567476
746544,839385
7667,645756
592607,841792
213301,908793
10851,916271
6244936,8625346
649595,810724
7760800,13902980
10851,288978
253661,621591
489386,750821
473797,942693
2532321,2711644
112491,204078
272355,433062
460892,520600
11319479,21488868
2490462,6983973
46158,292999
19142736,21870536
18731110,19912848
5021571,10115624
7667,274159
3613198,12728035
682785,737699
196392,738946
340064,441377
7667,709767
649595,832329
8024375,23243320
3286240,8385785
594052,832234
737699,765103
841724,908793
6061403,8612648
333109,738946
12678588,17456565
303331,916271
320979,523070
40044,896284
210006,679959
7132185,22246374
131811,523070
13908,592607
350482,553082
536222,841724
10851,413562
621591,756962
292999,621362
1966263,22246375
645756,778678
119263,679959
1966263,21870537
555513,952242
16466519,17456565
10287987,17456566
120346,839266
480017,520600
265214,646016
530882,689689
413562,624490
44823,145197
3239010,3613198
908793,946865
364438,756962
483411,574279
983036,22501706
282431,922476
2461168,3768628
40044,332635
302513,413562
411630,15571541
736738,820872
62362,120707
13396233,14876163
333109,810342
441377,838844
333433,481939
88047,755203
241286,946865
8612647,13783898
213301,822452
689011,800221
1458629,13783899
948486,6244936
755203,822452
10287986,22246374
47756,736738
131811,765103
168607,708766
7346958,16209101
14887616,22312282
238176,431827
332635,810724
33845,601908
40044,79355
98368,529639
126187,840277
90593,813588
91017,460892
93208,934048
46158,78966
346058,949221
9693857,22993368
300397,810884
364438,941896
2676364,21664406
7667,38361
172460,438086
2532322,19142737
190292,291167
431295,801395
661,935017
661,861011
303331,536222
420619,467550
411631,2711645
340064,888827
15571542,21488869
414463,624490
8793826,15571542
567476,624490
555513,800221
116038,586503
470160,567313
755203,814473
116038,896701
250596,13902981
11548510,15571541
38361,615902
614390,751335
274159,764085
131811,601526
12678589,19912848
442381,664803
948486,10287986
119263,778641
79355,168607
93208,241286
268806,727183
621591,727183
814473,820905
598483,789472
608747,823074
189963,649595
556271,742465
11319479,12172484
44949,413562
159804,922376
272875,303331
310182,536114
340064,615902
1421557,8625346
2490462,16385631
282431,737699
16466519,19584877
112491,764085
145197,778678
291167,581756
727183,737699
18623183,22246375
433062,555513
3768628,21488868
624490,839385
664803,901348
13783899,14317426
13028547,22993368
6987642,19523689
308643,942693
1966263,14183084
92552,534739
15571542,19912848
1974720,23422446
604392,615902
14763206,19868933
665420,922376
320979,823074
6244936,10287986
93208,272875
777609,810884
93208,530882
562437,716792
523070,621591
33845,303331
47337,330216
40044,792644
33845,272875
238176,310580
238176,604392
18731110,19584878
47337,755203
8778961,19584877
310182,645756
4471000,11548510
189777,775729
7317602,13395222
238176,942693
338138,419664
126187,288978
536114,812803
38361,838844
4764618,6729311
264493,488614
310580,460892
709767,764085
370982,934048
229795,293167
831650,6244937
4193495,9604062
4623013,19142737
6983973,14887616
447509,636711
119263,433062
320979,481939
320979,433062
47756,935017
46158,339301
338138,442381
438086,852143
662799,822452
601908,636262
78966,950938
556271,810342
813588,906241
62362,282431
189963,751335
116038,332635
3061454,8219191
473797,604392
346058,431295
777609,810724
92552,839385
5102752,8805648
746544,792644
661,44823
9563,543096
373792,421187
196392,742465
621362,708766
506382,841792
768490,952021
601908,638963
411630,9088422
764085,860848
305886,621362
9563,146579
614390,624490
